Index,DEPTH(ft),WOB(klbf),TORQUE(kft.lbf),SPP(psi),RPM(1/min),ROP(ft/h),"Fow Rate, gpm ","UCS, psi"
1144,6117.5,4.125,5.535,2442.611,119.917,46.453,651.61,5559.639
1145,6118,4.162,5.552,2442.767,120.062,46.631,651.673,5634.558
1146,6119,4.237,5.589,2443.059,120.302,46.989,651.771,5774.382
1147,6124.5,4.818,5.837,2442.421,120.749,48.535,651.971,5666.445
1148,6126.5,5.039,5.916,2441.657,120.608,48.73,651.903,5565.136
1149,6128.5,5.221,5.979,2441.266,120.403,48.828,651.86,5462.688
1150,6129,5.263,5.993,2441.209,120.341,48.842,651.856,5423.06
1151,6131.5,5.446,6.055,2441.519,120.021,48.856,651.893,5337.456
1152,6132,5.478,6.065,2441.754,119.958,48.834,651.92,5355.457
1153,6134,5.584,6.102,2443.209,119.725,48.766,652.102,5525.588
1154,6134.5,5.603,6.108,2443.664,119.674,48.766,652.155,5556.189
1155,6137.5,5.66,6.123,2446.832,119.408,48.857,652.469,5781.806
1156,6138,5.665,6.123,2447.431,119.376,48.877,652.522,5870.719
1157,6138.5,5.667,6.122,2448.053,119.351,48.897,652.577,5976.568
1158,6139,5.669,6.121,2448.691,119.333,48.917,652.635,6096.861
1159,6140.5,5.665,6.112,2450.576,119.286,48.977,652.822,6385.295
1160,6143,5.636,6.088,2453.67,119.207,49.071,653.158,6555.386
1161,6144,5.625,6.08,2454.873,119.19,49.111,653.291,6501.356
1162,6144.5,5.621,6.076,2455.471,119.185,49.137,653.357,6432.483
1163,6146.5,5.625,6.069,2457.782,119.181,49.265,653.595,6086.017
1164,6147,5.631,6.069,2458.319,119.167,49.281,653.652,6048.559
1165,6147.5,5.638,6.068,2458.862,119.141,49.291,653.709,6027.319
1166,6148.5,5.658,6.069,2459.926,119.084,49.292,653.823,6004.166
1167,6150,5.7,6.072,2461.363,119.023,49.247,653.998,5991.683
1168,6152.5,5.789,6.08,2463.539,119.005,49.172,654.235,6068.546
1169,6154,5.866,6.088,2464.598,119.056,49.144,654.313,6132.055
1170,6158.5,6.121,6.099,2466.652,119.435,49.175,654.392,6104.637
1171,6159,6.144,6.097,2466.558,119.473,49.188,654.41,6099.513
1172,6160,6.185,6.09,2466.304,119.544,49.215,654.434,6072.321
1173,6161.5,6.219,6.07,2465.779,119.648,49.253,654.454,6112.019
1174,6163,6.228,6.045,2465.393,119.727,49.307,654.447,6238.866
1175,6163.5,6.227,6.036,2465.265,119.752,49.328,654.441,6298.409
1176,6164,6.224,6.026,2465.113,119.778,49.35,654.433,6334.084
1177,6164.5,6.221,6.016,2464.935,119.808,49.373,654.423,6315.701
1178,6165.5,6.215,5.999,2464.513,119.879,49.42,654.408,6159.995
1179,6168,6.204,5.967,2463.157,120.077,49.548,654.382,5751.809
1180,6169.5,6.198,5.952,2461.972,120.21,49.673,654.361,5606.955
1181,6171,6.199,5.943,2460.424,120.306,49.721,654.3,5480.521
1182,6174.5,6.236,5.942,2458.11,120.626,49.68,653.99,5427.873
1183,6178.5,6.368,5.98,2455.368,121.116,49.603,653.708,5446.218
1184,6179,6.386,5.986,2455.087,121.172,49.593,653.674,5437.796
1185,6180,6.421,5.998,2454.547,121.279,49.575,653.6,5427.947
1186,6184.5,6.538,6.03,2453.058,121.646,49.476,653.317,5406.981
1187,6185,6.543,6.029,2453.033,121.683,49.49,653.296,5412.037
1188,6186,6.537,6.025,2453.035,121.765,49.528,653.273,5447.915
1189,6186.5,6.53,6.021,2453.068,121.807,49.549,653.263,5469.92
1190,6187.5,6.506,6.012,2453.184,121.884,49.594,653.252,5487.453
1191,6189.5,6.431,5.987,2453.492,122.044,49.674,653.246,5350.633
1192,6191,6.348,5.963,2453.8,122.182,49.725,653.247,5133.555
1193,6191.5,6.316,5.954,2453.924,122.228,49.74,653.251,5098.976
1194,6192.5,6.247,5.933,2454.241,122.314,49.758,653.266,5058.699
1195,6194.5,6.076,5.884,2455.221,122.492,49.74,653.369,4909.673
1196,6196.5,5.875,5.829,2457.685,122.657,49.702,653.55,4858.283
1197,6197,5.821,5.815,2458.443,122.68,49.691,653.59,4868.552
1198,6197.5,5.767,5.801,2459.228,122.699,49.682,653.627,4889.18
1199,6198.5,5.657,5.773,2460.905,122.731,49.663,653.708,4942.516
1200,6200.5,5.421,5.712,2464.471,122.718,49.604,653.907,5047.706
1201,6201,5.36,5.698,2465.395,122.709,49.588,653.955,5061.474
1202,6201.5,5.299,5.683,2466.321,122.698,49.57,653.999,5069.912
1203,6202.5,5.174,5.65,2468.185,122.663,49.534,654.084,5077.798
1204,6204.5,4.92,5.583,2471.775,122.55,49.462,654.261,5264.458
1205,6205.5,4.789,5.546,2473.534,122.472,49.426,654.354,5437.274
1206,6206.5,4.657,5.508,2475.299,122.383,49.394,654.447,5563.545
1207,6208,4.46,5.451,2477.938,122.224,49.371,654.584,5583.123
1208,6208.5,4.395,5.432,2478.759,122.163,49.366,654.629,5561.717
1209,6210,4.193,5.375,2480.451,121.98,49.373,654.746,5488.989
1210,6211,4.059,5.339,2481.355,121.88,49.422,654.825,5447.526
1211,6212.5,3.869,5.287,2482.71,121.748,49.634,654.933,5359.651
1212,6215,3.589,5.213,2484.737,121.631,50.24,655.059,5177.898
1213,6215.5,3.54,5.201,2485.082,121.61,50.391,655.084,5154.833
1214,6219,3.283,5.142,2487.603,121.424,51.748,655.266,5092.892
1215,6219.5,3.255,5.137,2487.99,121.392,51.983,655.289,5086.642
1216,6220,3.23,5.132,2488.353,121.357,52.228,655.312,5092.332
1217,6221,3.19,5.127,2489.003,121.284,52.73,655.352,5117.621
1218,6224.5,3.111,5.124,2491.145,121.046,54.621,655.479,5077.284
1219,6225,3.106,5.125,2491.437,121.009,54.9,655.503,5066.848
1220,6226.5,3.1,5.132,2492.283,120.89,55.736,655.58,5051.63
1221,6229,3.102,5.145,2494.042,120.721,57.118,655.844,4968.612
1222,6229.5,3.103,5.148,2494.528,120.693,57.399,655.932,4942.849
1223,6230,3.105,5.153,2495.12,120.666,57.684,656.034,4907.581
1224,6232,3.129,5.176,2498.519,120.587,58.844,656.6,4623.726
1225,6232.5,3.14,5.183,2499.643,120.574,59.14,656.78,4564.457
1226,6235,3.222,5.225,2506.975,120.513,60.648,657.881,4542.186
1227,6235.5,3.245,5.235,2508.783,120.501,60.952,658.148,4546.586
1228,6237.5,3.361,5.283,2517.216,120.46,62.204,659.379,4580.502
1229,6238,3.396,5.297,2519.624,120.45,62.524,659.726,4609.75
1230,6238.5,3.433,5.311,2522.152,120.442,62.848,660.086,4644.025
1231,6240,3.553,5.357,2530.446,120.433,63.839,661.228,4718.66
1232,6243.5,3.917,5.489,2553.642,120.471,66.246,664.5,4791.936
1233,6245,4.112,5.557,2565.515,120.504,67.29,666.172,4856.666
1234,6248,4.559,5.708,2592.286,120.675,69.285,669.844,5053.13
1235,6249,4.716,5.76,2601.895,120.789,69.822,671.119,5094.197
1236,6250,4.878,5.811,2611.655,120.935,70.322,672.406,5145.646
1237,6251,5.042,5.863,2621.472,121.125,70.784,673.712,5237.745
1238,6252.5,5.288,5.94,2636.284,121.507,71.405,675.692,5448.084
1239,6255,5.671,6.06,2660.998,122.336,72.222,679.03,5766.931
1240,6255.5,5.741,6.082,2665.898,122.528,72.353,679.696,5853.342
1241,6257,5.934,6.143,2680.513,123.154,72.692,681.676,6049.509
1242,6260,6.287,6.263,2709.601,124.572,73.242,685.602,5956.34
1243,6263,6.599,6.378,2738.181,126.125,73.752,689.516,5747.768
1244,6263.5,6.649,6.397,2742.915,126.396,73.842,690.16,5724.84
1245,6264,6.698,6.416,2747.632,126.67,73.934,690.801,5700.565
1246,6266,6.886,6.49,2766.22,127.828,74.305,693.336,5614.007
1247,6266.5,6.931,6.508,2770.754,128.131,74.398,693.964,5610.12
1248,6268.5,7.11,6.579,2787.989,129.368,74.748,696.359,5600.6
1249,6269,7.154,6.595,2791.992,129.674,74.803,696.922,5576.37
1250,6270,7.243,6.627,2799.574,130.281,74.85,697.998,5508.586
1251,6270.5,7.288,6.643,2803.146,130.582,74.852,698.508,5467.553
1252,6271,7.333,6.659,2806.566,130.883,74.856,698.999,5421.735
1253,6272,7.424,6.689,2812.973,131.471,74.87,699.921,5317.75
1254,6274.5,7.622,6.751,2826.479,132.878,74.899,701.901,5091.639
1255,6275,7.658,6.762,2828.74,133.152,74.903,702.24,5066.298
1256,6277.5,7.815,6.807,2837.902,134.529,74.926,703.629,5008.877
1257,6278.5,7.871,6.821,2840.726,135.065,74.929,704.048,4939.17
1258,6280.5,7.987,6.852,2844.88,136.048,74.915,704.709,4729.772
1259,6282,8.073,6.874,2846.362,136.738,74.889,705.031,4557.759
1260,6284.5,8.198,6.906,2846.215,137.69,74.783,705.148,4374.616
1261,6285,8.219,6.911,2845.824,137.847,74.754,705.116,4376.245
1262,6287,8.28,6.927,2843.302,138.372,74.617,704.829,4451.137
1263,6289.5,8.32,6.937,2839.33,138.804,74.523,704.336,4554.1
1264,6290.5,8.333,6.942,2837.826,138.905,74.594,704.141,4636.146
1265,6291.5,8.342,6.947,2836.443,139.002,74.66,703.956,4713.609
1266,6292.5,8.348,6.953,2835.188,139.079,74.715,703.776,4745.591
1267,6293.5,8.356,6.96,2834.027,139.134,74.758,703.598,4753.792
1268,6295,8.37,6.972,2832.454,139.153,74.803,703.341,4759.139
1269,6296,8.378,6.98,2831.569,139.123,74.819,703.183,4792.343
1270,6297.5,8.388,6.993,2830.517,139.012,74.823,702.974,4881.92
1271,6298.5,8.391,7,2829.966,138.9,74.811,702.858,4955.293
1272,6299,8.39,7.003,2829.733,138.838,74.802,702.809,4983.323
1273,6304,8.282,6.992,2828.591,138.141,74.604,702.741,5076.1
1274,6304.5,8.265,6.987,2828.531,138.087,74.578,702.766,5052.915
1275,6305.5,8.227,6.978,2828.583,137.992,74.571,702.827,4999.268
1276,6310,8.064,6.934,2831.524,137.634,74.97,703.273,5067.245
1277,6310.5,8.045,6.929,2832.078,137.6,75.008,703.339,5071.785
1278,6311,8.026,6.923,2832.663,137.568,75.043,703.408,5077.81
1279,6312.5,7.961,6.907,2834.603,137.46,75.135,703.635,5097.752
1280,6314.5,7.865,6.88,2837.605,137.325,75.236,703.99,5134.64
1281,6315.5,7.811,6.865,2839.284,137.287,75.284,704.194,5165.697
1282,6316.5,7.754,6.848,2841.073,137.277,75.332,704.411,5235.746
1283,6318,7.663,6.822,2843.885,137.312,75.403,704.767,5348.837
1284,6319.5,7.557,6.792,2846.994,137.4,75.481,705.16,5376.42
1285,6320.5,7.476,6.768,2849.255,137.485,75.541,705.429,5404.862
1286,6324,7.144,6.674,2858.091,137.873,75.861,706.299,5695.597
1287,6325,7.036,6.644,2861.167,138.005,75.958,706.547,5691.348
1288,6326,6.923,6.612,2864.158,138.154,75.987,706.808,5656.911
1289,6326.5,6.865,6.599,2865.588,138.234,75.975,706.944,5636.497
1290,6327.5,6.76,6.573,2868.389,138.402,75.941,707.214,5597.305
1291,6328.5,6.653,6.545,2871.075,138.582,75.922,707.472,5564.936
1292,6330.5,6.436,6.491,2875.916,138.965,75.923,707.939,5557.309
1293,6331,6.381,6.477,2877.032,139.062,75.931,708.045,5570.293
1294,6332,6.271,6.449,2879.167,139.258,75.956,708.247,5600.667
1295,6333,6.161,6.421,2881.147,139.456,75.992,708.44,5616.436
1296,6334,6.052,6.394,2882.944,139.652,76.037,708.621,5585.029
1297,6335,5.944,6.366,2884.565,139.837,76.08,708.785,5530.251
1298,6337.5,5.68,6.289,2887.997,140.234,75.902,709.115,5466.463
1299,6338,5.628,6.274,2888.559,140.297,75.848,709.168,5452.826
1300,6340,5.438,6.218,2890.638,140.446,75.649,709.322,5416.046
1301,6340.5,5.395,6.206,2891.227,140.462,75.603,709.344,5416.718
1302,6341.5,5.314,6.183,2892.423,140.481,75.51,709.356,5412.046
1303,6343.5,5.171,6.145,2894.116,140.465,75.329,709.266,5309.385
1304,6345.5,5.046,6.115,2894.887,140.383,75.14,709.104,5168.286
1305,6348,4.915,6.088,2895.313,140.098,74.846,708.842,4993.574
1306,6348.5,4.89,6.083,2895.37,140.005,74.786,708.787,4939.324
1307,6350.5,4.798,6.067,2895.547,139.518,74.552,708.57,4741.125
1308,6355,4.64,6.064,2895.887,137.867,74.086,708.098,5014.528
1309,6355.5,4.627,6.065,2895.949,137.639,74.038,708.046,5045.752
1310,6357.5,4.582,6.074,2896.025,136.643,73.835,707.848,5167.328
1311,6358,4.572,6.076,2896.018,136.377,73.78,707.799,5206.894
1312,6360.5,4.561,6.114,2896.094,134.965,73.715,707.609,5413.515
1313,6361.5,4.565,6.131,2895.792,134.359,73.77,707.557,5523.283
1314,6363,4.57,6.152,2895.142,133.376,73.841,707.533,5636.669
1315,6364.5,4.59,6.176,2894.65,132.416,73.9,707.545,5727.361
1316,6366,4.63,6.207,2894.145,131.502,73.96,707.552,5802.423
1317,6367,4.667,6.23,2893.813,130.91,74.001,707.554,5840.758
1318,6367.5,4.686,6.241,2893.653,130.612,74.022,707.553,5859.302
1319,6368,4.707,6.252,2893.494,130.311,74.039,707.553,5881.593
1320,6368.5,4.727,6.263,2893.334,130.007,74.055,707.554,5906.746
1321,6370,4.792,6.295,2892.842,129.092,74.088,707.562,6003.893
1322,6370.5,4.816,6.306,2892.669,128.793,74.096,707.564,6032.179
1323,6371.5,4.865,6.328,2892.31,128.214,74.118,707.568,6065.005
1324,6373.5,4.964,6.367,2891.531,127.085,74.379,707.576,6217.043
1325,6374,4.987,6.376,2891.317,126.81,74.471,707.58,6280.905
1326,6374.5,5.011,6.386,2891.105,126.538,74.561,707.586,6345.002
1327,6376,5.08,6.417,2890.469,125.745,74.83,707.615,6488.369
1328,6376.5,5.102,6.427,2890.253,125.489,74.918,707.626,6509.005
1329,6377,5.123,6.436,2890.028,125.237,75.007,707.638,6502.706
1330,6379,5.2,6.472,2889.052,124.291,75.357,707.694,6289.979
1331,6379.5,5.218,6.48,2888.806,124.072,75.442,707.712,6222.258
1332,6381.5,5.279,6.511,2887.897,123.281,75.779,707.797,5977.867
1333,6382,5.292,6.518,2887.71,123.103,75.864,707.822,5923.374
1334,6383.5,5.336,6.542,2887.228,122.603,76.13,707.917,5732.768
1335,6385,5.387,6.568,2886.858,122.17,76.402,708.029,5469.137
1336,6385.5,5.405,6.577,2886.743,122.043,76.491,708.066,5366.498
1337,6386,5.424,6.587,2886.626,121.922,76.578,708.103,5263.627
1338,6386.5,5.441,6.596,2886.509,121.805,76.665,708.141,5172.554
1339,6388,5.475,6.617,2886.164,121.48,76.919,708.263,4908.622
1340,6388.5,5.484,6.623,2886.057,121.378,77,708.304,4821.793
1341,6393,5.661,6.701,2884.705,120.732,77.614,708.612,4203.589
1342,6394,5.719,6.721,2884.343,120.683,77.706,708.674,4169.996
1343,6396.5,5.874,6.773,2883.163,120.526,77.772,708.856,4790.158
1344,6400.5,6.149,6.839,2879.338,120.213,77.369,709.13,5292.338
1345,6402.5,6.313,6.876,2877.426,120.156,77.186,709.198,5587.71
1346,6403,6.359,6.886,2876.932,120.145,77.142,709.21,5676.166
1347,6404.5,6.494,6.91,2875.408,120.122,77.018,709.24,5992.209
1348,6405,6.536,6.917,2874.895,120.116,76.982,709.248,6020.44
1349,6405.5,6.577,6.923,2874.384,120.114,76.948,709.256,6052.5
1350,6407,6.693,6.937,2872.878,120.123,76.859,709.281,6187.117
1351,6407.5,6.73,6.941,2872.398,120.13,76.833,709.29,6342.734
1352,6408.5,6.8,6.946,2871.479,120.142,76.785,709.307,6650.51
1353,6409,6.833,6.948,2871.034,120.148,76.763,709.314,6718.203
1354,6410.5,6.913,6.945,2869.745,120.165,76.707,709.343,6941.565
1355,6411,6.929,6.941,2869.359,120.17,76.691,709.358,7027.963
1356,6413,6.95,6.915,2867.916,120.204,76.649,709.486,7492.654
1357,6413.5,6.947,6.906,2867.455,120.218,76.649,709.529,7546.139
1358,6414.5,6.937,6.886,2866.437,120.262,76.643,709.61,7615.991
1359,6415.5,6.922,6.864,2865.448,120.323,76.551,709.683,7649.809
1360,6416,6.915,6.854,2864.967,120.354,76.47,709.715,7663.479
1361,6417,6.904,6.837,2864.128,120.415,76.283,709.768,7688.58
1362,6419.5,6.88,6.801,2863.176,120.538,75.881,709.877,8060.587
1363,6421.5,6.865,6.778,2862.715,120.626,75.594,709.978,8507.623
1364,6426.5,6.777,6.704,2862.149,120.834,74.673,710.221,8499.366
1365,6430.5,6.706,6.657,2862.708,121.019,73.951,710.404,8621.358
1366,6431.5,6.678,6.645,2862.951,121.059,73.796,710.457,8672.542
1367,6432,6.662,6.639,2863.084,121.077,73.719,710.483,8802.252
1368,6434.5,6.59,6.616,2864.455,121.166,73.334,710.538,9380.917
1369,6435.5,6.566,6.61,2865.782,121.201,73.23,710.538,9424.093
1370,6436,6.555,6.608,2866.478,121.221,73.201,710.532,9531.078
1371,6438,6.517,6.598,2869.225,121.283,73.206,710.436,9935.505
1372,6439,6.496,6.591,2870.486,121.305,73.206,710.332,10046.654
1373,6440.5,6.458,6.58,2871.973,121.347,73.195,710.068,10287.219
1374,6441,6.443,6.576,2872.249,121.36,73.198,709.953,10413.047
1375,6442,6.41,6.568,2872.477,121.378,73.21,709.685,10699.251
1376,6446,6.22,6.54,2869.055,121.36,73.29,708.084,11815.742
1377,6447.5,6.134,6.534,2865.922,121.293,73.334,707.251,11826.255
1378,6448.5,6.069,6.531,2863.249,121.239,73.365,706.632,11840.905
1379,6450,5.969,6.533,2858.28,121.183,73.394,705.607,11877.464
1380,6451.5,5.896,6.547,2852.68,121.174,73.465,704.441,11913.918
1381,6452.5,5.864,6.561,2848.542,121.199,73.632,703.574,11937.446
1382,6454,5.833,6.589,2841.537,121.258,73.96,702.147,11931.977
1383,6456.5,5.79,6.642,2826.567,121.334,74.477,699.532,11870.319
1384,6458,5.755,6.67,2815.876,121.391,74.791,697.836,11834.145
1385,6458.5,5.742,6.679,2812.065,121.417,74.906,697.252,11824.163
1386,6460,5.705,6.706,2799.938,121.518,75.278,695.445,11788.584
1387,6460.5,5.692,6.715,2795.665,121.556,75.409,694.834,11775.399
1388,6462.5,5.632,6.749,2778.203,121.716,75.961,692.37,11730.71
1389,6463.5,5.603,6.764,2769.36,121.79,76.255,691.129,11707.549
1390,6464,5.589,6.77,2764.921,121.825,76.407,690.506,11697.478
1391,6464.5,5.576,6.778,2760.469,121.861,76.561,689.884,11691.162
1392,6465.5,5.553,6.793,2751.535,121.936,76.868,688.636,11686.952
1393,6470,5.446,6.847,2711.088,121.949,78.245,682.988,11727.552
1394,6471,5.411,6.852,2702.106,121.845,78.546,681.727,11713.143
1395,6471.5,5.394,6.856,2697.54,121.777,78.678,681.096,11710.873
1396,6477.5,5.206,6.92,2641.286,120.319,79.356,673.698,11676.081
1397,6478,5.186,6.925,2636.929,120.134,79.382,673.107,11675.967
1398,6479,5.143,6.934,2628.596,119.73,79.426,671.958,11676.58
1399,6482.5,4.971,6.955,2603.193,118.099,79.485,668.424,11762.29
1400,6485.5,4.85,6.978,2586.051,116.358,79.458,665.975,11788.634
1401,6489,4.824,7.042,2571.386,113.928,79.309,663.8,11808.871
1402,6489.5,4.836,7.055,2569.738,113.558,79.276,663.542,11810.596
1403,6491.5,4.918,7.114,2564.038,112.073,79.128,662.623,11803.827
1404,6492.5,4.975,7.145,2561.733,111.333,79.043,662.231,11785.991
1405,6493.5,5.038,7.176,2559.805,110.598,78.95,661.885,11757.358
1406,6494,5.072,7.191,2558.981,110.235,78.905,661.73,11742.613
1407,6495,5.143,7.22,2557.614,109.514,78.82,661.458,11717.718
1408,6496,5.213,7.243,2556.613,108.792,78.74,661.243,11704.92
1409,6498,5.352,7.277,2555.438,107.382,78.566,660.978,11700.044
1410,6500.5,5.534,7.316,2554.457,105.901,78.331,660.801,11709.94
1411,6502,5.653,7.34,2553.724,105.167,78.187,660.702,11697.652
1412,6503.5,5.771,7.364,2552.913,104.499,78.045,660.601,11674.445
1413,6504.5,5.842,7.376,2552.34,104.097,77.95,660.532,11640.695
1414,6505,5.873,7.38,2552.037,103.909,77.903,660.496,11616.652
1415,6506,5.927,7.386,2551.393,103.558,77.808,660.422,11570.376
1416,6506.5,5.952,7.388,2551.052,103.4,77.761,660.384,11547
1417,6508,6.029,7.391,2549.987,103.001,77.635,660.268,11487.559
1418,6509.5,6.109,7.393,2548.833,102.713,77.545,660.199,11444.054
1419,6510,6.137,7.393,2548.405,102.635,77.519,660.188,11429.519
1420,6511.5,6.207,7.385,2547.026,102.413,77.404,660.163,11395.207
1421,6513,6.252,7.362,2545.716,102.18,77.09,660.149,11376.548
1422,6513.5,6.262,7.352,2545.31,102.099,76.964,660.147,11376.081
1423,6514,6.27,7.341,2544.925,102.019,76.844,660.148,11377.187
1424,6515,6.28,7.316,2544.218,101.885,76.623,660.15,11378.852
1425,6516,6.285,7.291,2543.628,101.781,76.408,660.152,11369.017
1426,6518,6.297,7.245,2542.839,101.65,75.963,660.159,11361.209
1427,6519,6.308,7.225,2542.593,101.626,75.759,660.167,11382.419
1428,6519.5,6.316,7.216,2542.505,101.621,75.663,660.173,11393.401
1429,6523.5,6.401,7.15,2542.154,101.53,74.995,660.259,11372.485
1430,6524.5,6.424,7.132,2542.163,101.483,74.859,660.288,11354.845
1431,6527,6.465,7.077,2542.27,101.319,74.574,660.364,11300.322
1432,6527.5,6.466,7.063,2542.323,101.286,74.521,660.378,11284.71
1433,6532,6.232,6.875,2544.248,100.892,74.403,660.455,11279.039
1434,6532.5,6.191,6.853,2544.633,100.842,74.435,660.465,11278.4
1435,6535,5.989,6.761,2546.896,100.769,74.503,660.532,11219.092
1436,6535.5,5.949,6.746,2547.431,100.758,74.496,660.545,11204.974
1437,6536.5,5.872,6.718,2548.557,100.732,74.458,660.569,11190.199
1438,6539.5,5.648,6.643,2552.304,100.638,74.187,660.644,11187.989
1439,6540,5.612,6.631,2552.961,100.631,74.126,660.661,11174.181
1440,6541.5,5.503,6.595,2554.976,100.626,73.926,660.718,11143.949
1441,6542.5,5.433,6.574,2556.348,100.647,73.778,660.759,11130.16
1442,6543,5.4,6.565,2557.042,100.667,73.701,660.78,11122.87
1443,6544.5,5.312,6.542,2559.146,100.771,73.443,660.846,11088.734
1444,6548,5.181,6.52,2564.239,101.122,72.856,661.016,10940.86
1445,6548.5,5.165,6.518,2565.026,101.164,72.824,661.032,10923.841
1446,6549.5,5.133,6.516,2566.555,101.246,72.836,661.045,10898.447
1447,6550.5,5.102,6.517,2568.025,101.334,72.866,661.038,10875.522
1448,6552.5,5.058,6.528,2570.696,101.543,72.891,661.015,10809.858
1449,6553.5,5.041,6.535,2571.854,101.657,72.919,660.996,10768.514
1450,6554,5.033,6.538,2572.373,101.715,72.936,660.985,10755.273
1451,6555.5,5.016,6.549,2573.733,101.897,72.969,660.956,10733.008
1452,6556,5.01,6.552,2574.137,101.959,72.975,660.947,10730.888
1453,6557.5,4.983,6.557,2575.176,102.152,72.985,660.919,10706.903
1454,6559.5,4.922,6.548,2576.243,102.424,73.093,660.869,10684.051
1455,6560,4.904,6.546,2576.458,102.497,73.139,660.853,10684.811
1456,6560.5,4.887,6.544,2576.652,102.572,73.187,660.836,10688.771
1457,6561,4.869,6.541,2576.825,102.648,73.237,660.817,10691.891
1458,6561.5,4.851,6.538,2576.979,102.723,73.289,660.797,10693.773
1459,6562,4.833,6.536,2577.118,102.797,73.346,660.776,10695.729
1460,6563.5,4.778,6.526,2577.446,102.981,73.537,660.704,10697.01
1461,6564,4.759,6.522,2577.53,103.018,73.606,660.678,10695.574
1462,6565.5,4.696,6.51,2577.723,103.04,73.825,660.596,10696.942
1463,6566.5,4.648,6.5,2577.816,103.045,73.978,660.54,10719.673
1464,6567,4.621,6.495,2577.855,103.051,74.025,660.511,10735.936
1465,6569,4.531,6.483,2577.441,103.097,73.963,660.392,10784.621
1466,6569.5,4.521,6.48,2577.293,103.116,73.966,660.38,10795.965
1467,6570,4.511,6.477,2577.145,103.135,73.976,660.368,10809.61
1468,6571.5,4.484,6.47,2576.705,103.175,74.056,660.336,10851.474
1469,6574.5,4.42,6.442,2575.833,103.254,74.407,660.279,10954.501
1470,6575,4.409,6.438,2575.684,103.262,74.484,660.269,10971.966
1471,6575.5,4.399,6.435,2575.534,103.267,74.564,660.257,10989.561
1472,6576.5,4.379,6.429,2575.226,103.264,74.736,660.225,11025.69
1473,6578.5,4.344,6.417,2574.396,103.219,75.115,660.119,11123.159
1474,6580.5,4.316,6.407,2573.229,103.135,75.528,659.963,11231.436
1475,6583.5,4.288,6.397,2571.195,102.947,76.171,659.737,11365.485
1476,6588,4.247,6.374,2567.732,102.458,77.057,659.386,11565.161
1477,6588.5,4.242,6.371,2567.331,102.393,77.149,659.34,11590.412
1478,6590,4.225,6.362,2566.107,102.187,77.415,659.197,11660.323
1479,6591.5,4.209,6.353,2564.806,101.96,77.667,659.048,11703.944
1480,6597,4.148,6.31,2559.312,101.067,78.243,658.508,11839.066
1481,6599,4.134,6.302,2556.674,100.819,78.291,658.425,11866.153
1482,6599.5,4.131,6.299,2556.077,100.764,78.295,658.416,11871.586
1483,6601.5,4.112,6.288,2553.909,100.567,78.29,658.389,11905.876
1484,6603,4.095,6.281,2552.378,100.43,78.27,658.368,11929.373
1485,6606,4.087,6.287,2549.496,100.163,78.189,658.337,11908.773
1486,6607,4.096,6.294,2548.513,100.109,78.149,658.325,11892.806
1487,6608.5,4.144,6.313,2547.103,100.078,78.047,658.343,11853.803
1488,6609,4.167,6.322,2546.678,100.079,77.997,658.356,11839.041
1489,6609.5,4.192,6.331,2546.276,100.087,77.941,658.371,11823.936
1490,6610.5,4.248,6.351,2545.544,100.121,77.815,658.41,11789.605
1491,6611,4.278,6.362,2545.214,100.146,77.745,658.432,11772.411
1492,6613,4.405,6.404,2544.086,100.286,77.47,658.529,11740.815
1493,6613.5,4.437,6.414,2543.839,100.331,77.413,658.556,11749.026
1494,6614,4.47,6.424,2543.619,100.382,77.361,658.584,11766.278
1495,6617,4.677,6.483,2543.209,100.765,77.09,658.776,11876.625
1496,6617.5,4.714,6.492,2543.403,100.839,77.05,658.814,11889.091
1497,6618,4.753,6.501,2543.687,100.913,77.009,658.86,11901.983
1498,6619,4.837,6.52,2544.399,101.062,76.93,658.977,11926.268
1499,6622.5,5.191,6.595,2547.933,101.669,76.703,659.542,11907.68
1500,6624.5,5.415,6.639,2549.787,102.071,76.608,660.077,11969.146
1501,6625,5.471,6.65,2550.149,102.179,76.59,660.222,12001.751
1502,6625.5,5.527,6.66,2550.55,102.29,76.575,660.369,12030.465
1503,6626,5.584,6.67,2550.989,102.406,76.561,660.53,12032.322
1504,6627.5,5.745,6.698,2552.698,102.78,76.563,661.026,11826.588
1505,6628,5.795,6.707,2553.331,102.906,76.582,661.197,11703.898
1506,6630,5.992,6.743,2555.961,103.332,76.723,661.892,11150.614
1507,6630.5,6.043,6.753,2556.638,103.424,76.76,662.067,11010.461
1508,6632,6.197,6.784,2558.715,103.657,76.857,662.597,10561.837
1509,6633,6.301,6.805,2560.167,103.781,76.903,662.958,10243.951
1510,6635,6.51,6.851,2563.548,103.991,76.921,663.694,9626.493
1511,6636.5,6.671,6.889,2566.462,104.14,76.886,664.216,9174.101
1512,6637,6.727,6.902,2567.374,104.189,76.868,664.376,9021.162
1513,6638,6.84,6.93,2569.104,104.286,76.821,664.674,8722.201
1514,6640,7.058,6.986,2572.273,104.467,76.694,665.191,8138.129
1515,6641,7.159,7.013,2573.737,104.54,76.623,665.432,7814.762
1516,6643,7.35,7.057,2576.435,104.65,76.496,665.872,7077.427
1517,6644,7.445,7.078,2578.017,104.691,76.402,666.023,6721.975
1518,6644.5,7.491,7.088,2578.944,104.707,76.344,666.088,6558.776
